,SongID,Unnamed: 0,artist,date,isNew,lastPos,peakPos,rank,title,weeks
67995,A Broken WingJordin Sparks,67995.0,Jordin Sparks,2007-06-16,0.0,66.0,66.0,93.0,A Broken Wing,2.0
68000,TarantulaThe Smashing Pumpkins,68000.0,The Smashing Pumpkins,2007-06-16,0.0,54.0,54.0,98.0,Tarantula,2.0
68082,I Who Have NothingJordin Sparks,68082.0,Jordin Sparks,2007-06-09,1.0,0.0,80.0,80.0,I Who Have Nothing,1.0
68100,I'll Stand By YouCarrie Underwood,68100.0,Carrie Underwood,2007-06-09,0.0,38.0,6.0,98.0,I'll Stand By You,5.0
68101,Time Of The SeasonBlake Lewis,68101.0,Blake Lewis,2007-06-09,1.0,0.0,99.0,99.0,Time Of The Season,1.0
68147,Do It Just Like A RockstarFreak Nasty Featuring Crazy Mike,68147.0,Freak Nasty Featuring Crazy Mike,2007-06-02,0.0,56.0,45.0,45.0,Do It Just Like A Rockstar,3.0
68183,AnywayMartina McBride,68183.0,Martina McBride,2007-06-02,0.0,78.0,32.0,81.0,Anyway,16.0
68368,Up To The MountainKelly Clarkson Featuring Jeff Beck,68368.0,Kelly Clarkson Featuring Jeff Beck,2007-05-19,0.0,56.0,56.0,66.0,Up To The Mountain,2.0
68378,You Raise Me UpJosh Groban & The African Children's Choir,68378.0,Josh Groban & The African Children's Choir,2007-05-19,0.0,78.0,76.0,76.0,You Raise Me Up,2.0
68384,Signal FireSnow Patrol,68384.0,Snow Patrol,2007-05-19,0.0,65.0,65.0,82.0,Signal Fire,2.0
68394,She's Like The WindLumidee Featuring Tony Sunshine,68394.0,Lumidee Featuring Tony Sunshine,2007-05-19,0.0,77.0,43.0,92.0,She's Like The Wind,16.0
68498,Upgrade UBeyonce Featuring Jay Z,68498.0,Beyonce Featuring Jay Z,2007-05-12,0.0,89.0,59.0,96.0,Upgrade U,18.0
68550,YouLloyd Featuring Lil Wayne,68550.0,Lloyd Featuring Lil Wayne,2007-05-05,0.0,41.0,9.0,48.0,You,24.0
68677,The Story (I Was Made For You)Brandi Carlile,68677.0,Brandi Carlile,2007-04-28,1.0,0.0,75.0,75.0,The Story (I Was Made For You),1.0
68679,Poppin'Chris Brown Featuring Jay Biz,68679.0,Chris Brown Featuring Jay Biz,2007-04-28,0.0,72.0,42.0,77.0,Poppin',20.0
68686,Earth IntrudersBjork,68686.0,Bjork,2007-04-28,1.0,0.0,84.0,84.0,Earth Intruders,1.0
68695,The RiverGood Charlotte Featuring M. Shadows And Synyster Gates,68695.0,Good Charlotte Featuring M. Shadows And Synyster Gates,2007-04-28,0.0,71.0,39.0,93.0,The River,6.0
68785,DiamondsFabolous Featuring Young Jeezy,68785.0,Fabolous Featuring Young Jeezy,2007-04-21,1.0,0.0,83.0,83.0,Diamonds,1.0
68793,ReleaseTimbaland Featuring Justin Timberlake,68793.0,Timbaland Featuring Justin Timberlake,2007-04-21,1.0,0.0,91.0,91.0,Release,1.0
68895,Wouldn't Get FarThe Game Featuring Kanye West,68895.0,The Game Featuring Kanye West,2007-04-14,0.0,82.0,64.0,93.0,Wouldn't Get Far,9.0
68902,CircleMarques Houston,68902.0,Marques Houston,2007-04-14,0.0,93.0,78.0,100.0,Circle,6.0
68946,FergaliciousFergie,68946.0,Fergie,2007-04-07,0.0,36.0,2.0,44.0,Fergalicious,27.0
68998,1st TimeYung Joc Featuring Marques Houston & Trey Songz,68998.0,Yung Joc Featuring Marques Houston & Trey Songz,2007-04-07,0.0,87.0,82.0,96.0,1st Time,6.0
69101,From Yesterday30 Seconds To Mars,69101.0,30 Seconds To Mars,2007-03-31,0.0,99.0,76.0,99.0,From Yesterday,8.0
69144,Not Ready To Make NiceDixie Chicks,69144.0,Dixie Chicks,2007-03-24,0.0,19.0,4.0,42.0,Not Ready To Make Nice,24.0
69149,SexyBackJustin Timberlake,69149.0,Justin Timberlake,2007-03-24,0.0,39.0,1.0,47.0,SexyBack,36.0
69259,Tell MeDiddy Featuring Christina Aguilera,69259.0,Diddy Featuring Christina Aguilera,2007-03-17,0.0,52.0,47.0,57.0,Tell Me,20.0
69263,Movin' OnElliott Yamin,69263.0,Elliott Yamin,2007-03-17,1.0,0.0,61.0,61.0,Movin' On,1.0
69276,The NeighborDixie Chicks,69276.0,Dixie Chicks,2007-03-17,1.0,0.0,74.0,74.0,The Neighbor,1.0
69291,Freak On A Leash (Unplugged)Korn Featuring Amy Lee,69291.0,Korn Featuring Amy Lee,2007-03-17,1.0,0.0,89.0,89.0,Freak On A Leash (Unplugged),1.0
69294,That's ThatSnoop Dogg Featuring R. Kelly,69294.0,Snoop Dogg Featuring R. Kelly,2007-03-17,0.0,73.0,20.0,92.0,That's That,16.0
69374,Break 'Em OffPaul Wall Featuring Lil' KeKe,69374.0,Paul Wall Featuring Lil' KeKe,2007-03-10,1.0,0.0,72.0,72.0,Break 'Em Off,1.0
69392,Keep Your Mind Wide OpenAnnaSophia Robb,69392.0,AnnaSophia Robb,2007-03-10,1.0,0.0,90.0,90.0,Keep Your Mind Wide Open,1.0
69398,I Luv ItYoung Jeezy,69398.0,Young Jeezy,2007-03-10,0.0,84.0,14.0,96.0,I Luv It,15.0
69500,ZoomLil' Boosie Featuring Yung Joc,69500.0,Lil' Boosie Featuring Yung Joc,2007-03-03,0.0,79.0,61.0,98.0,Zoom,12.0
69561,HurtChristina Aguilera,69561.0,Christina Aguilera,2007-02-24,0.0,53.0,19.0,59.0,Hurt,20.0
69580,Not Fade AwaySheryl Crow,69580.0,Sheryl Crow,2007-02-24,1.0,0.0,78.0,78.0,Not Fade Away,1.0
69685,Crazy CarThe Naked Brothers Band,69685.0,The Naked Brothers Band,2007-02-17,1.0,0.0,83.0,83.0,Crazy Car,1.0
69746,Money MakerLudacris Featuring Pharrell,69746.0,Ludacris Featuring Pharrell,2007-02-10,0.0,37.0,1.0,44.0,Money Maker,25.0
69789,"My, Oh MyThe Wreckers",69789.0,The Wreckers,2007-02-10,0.0,90.0,87.0,87.0,"My, Oh My",3.0
69796,Anna-MollyIncubus,69796.0,Incubus,2007-02-10,0.0,88.0,66.0,94.0,Anna-Molly,9.0
69883,If We Were A MovieHannah Montana,69883.0,Hannah Montana,2007-02-03,0.0,78.0,47.0,81.0,If We Were A Movie,8.0
69947,Too Little Too LateJoJo,69947.0,JoJo,2007-01-27,0.0,33.0,3.0,45.0,Too Little Too Late,22.0
69984,"You Don't KnowEminem, 50 Cent, Lloyd Banks & Ca$his",69984.0,"Eminem, 50 Cent, Lloyd Banks & Ca$his",2007-01-27,0.0,71.0,12.0,82.0,You Don't Know,6.0
70095,Love Me Or Hate Me (F**k You!!!!)Lady Sovereign,70095.0,Lady Sovereign,2007-01-20,0.0,79.0,45.0,93.0,Love Me Or Hate Me (F**k You!!!!),9.0
70186,Who SaidHannah Montana,70186.0,Hannah Montana,2007-01-13,0.0,0.0,83.0,84.0,Who Said,4.0
70201,Best Of Both WorldsHannah Montana,70201.0,Hannah Montana,2007-01-13,0.0,0.0,92.0,99.0,Best Of Both Worlds,2.0
70287,RiverSarah McLachlan,70287.0,Sarah McLachlan,2007-01-06,0.0,71.0,71.0,85.0,River,3.0
70291,Happy Xmas (War Is Over)The Fray,70291.0,The Fray,2007-01-06,0.0,50.0,50.0,89.0,Happy Xmas (War Is Over),2.0
70302,Tu AmorRBD,70302.0,RBD,2007-01-06,0.0,0.0,65.0,100.0,Tu Amor,8.0
70397,I'll Be Home For Christmas (Live)Josh Groban,70397.0,Josh Groban,2006-12-30,1.0,0.0,95.0,95.0,I'll Be Home For Christmas (Live),1.0
70486,MountainsLonestar,70486.0,Lonestar,2006-12-23,0.0,77.0,77.0,84.0,Mountains,11.0
70491,Tu RecuerdoRicky Martin Featuring La Mari De Chambao Y Tommy Torres,70491.0,Ricky Martin Featuring La Mari De Chambao Y Tommy Torres,2006-12-23,0.0,96.0,89.0,89.0,Tu Recuerdo,2.0
70548,ButtonsThe Pussycat Dolls Featuring Snoop Dogg,70548.0,The Pussycat Dolls Featuring Snoop Dogg,2006-12-16,0.0,36.0,3.0,46.0,Buttons,30.0
70586,Ser O ParecerRBD,70586.0,RBD,2006-12-16,1.0,0.0,84.0,84.0,Ser O Parecer,1.0
70587,DangerousYing Yang Twins Featuring Wyclef,70587.0,Ying Yang Twins Featuring Wyclef,2006-12-16,1.0,0.0,85.0,85.0,Dangerous,1.0
70589,Once In A LifetimeKeith Urban,70589.0,Keith Urban,2006-12-16,0.0,67.0,31.0,87.0,Once In A Lifetime,14.0
70590,The Kill (Bury Me)30 Seconds To Mars,70590.0,30 Seconds To Mars,2006-12-16,0.0,83.0,65.0,88.0,The Kill (Bury Me),20.0
70591,S.E.X.Lyfe Jennings,70591.0,Lyfe Jennings,2006-12-16,0.0,88.0,37.0,89.0,S.E.X.,20.0
70599,You Know My NameChris Cornell,70599.0,Chris Cornell,2006-12-16,0.0,79.0,79.0,97.0,You Know My Name,2.0
70687,Need A BossShareefa Featuring Ludacris,70687.0,Shareefa Featuring Ludacris,2006-12-09,0.0,78.0,62.0,85.0,Need A Boss,18.0
70791,When Your Heart Stops Beating(+44),70791.0,(+44),2006-12-02,1.0,0.0,89.0,89.0,When Your Heart Stops Beating,1.0
70794,Love YouJack Ingram,70794.0,Jack Ingram,2006-12-02,0.0,88.0,87.0,92.0,Love You,6.0
70901,That GirlFrankie J Featuring Mannie Fresh & Chamillionaire,70901.0,Frankie J Featuring Mannie Fresh & Chamillionaire,2006-11-25,0.0,89.0,43.0,99.0,That Girl,14.0
70997,Right Where You Want MeJesse McCartney,70997.0,Jesse McCartney,2006-11-18,0.0,76.0,33.0,95.0,Right Where You Want Me,9.0
71002,Tengo Un AmorToby Love Featuring Rakim & Ken-Y,71002.0,Toby Love Featuring Rakim & Ken-Y,2006-11-18,1.0,0.0,100.0,100.0,Tengo Un Amor,1.0
71069,I Got NerveHannah Montana,71069.0,Hannah Montana,2006-11-11,1.0,0.0,67.0,67.0,I Got Nerve,1.0
71083,Pumpin' Up The PartyHannah Montana,71083.0,Hannah Montana,2006-11-11,1.0,0.0,81.0,81.0,Pumpin' Up The Party,1.0
71086,The Other Side Of MeHannah Montana,71086.0,Hannah Montana,2006-11-11,1.0,0.0,84.0,84.0,The Other Side Of Me,1.0
71090,Our CountryJohn Mellencamp,71090.0,John Mellencamp,2006-11-11,1.0,0.0,88.0,88.0,Our Country,1.0
71091,This Is The LifeHannah Montana,71091.0,Hannah Montana,2006-11-11,1.0,0.0,89.0,89.0,This Is The Life,1.0
71100,So ExcitedJanet Featuring Khia,71100.0,Janet Featuring Khia,2006-11-11,0.0,0.0,90.0,98.0,So Excited,3.0
71101,Just Like YouHannah Montana,71101.0,Hannah Montana,2006-11-11,1.0,0.0,99.0,99.0,Just Like You,1.0
71146,(When You Gonna) Give It Up To MeSean Paul Feat. Keyshia Cole,71146.0,Sean Paul Feat. Keyshia Cole,2006-11-04,0.0,32.0,3.0,44.0,(When You Gonna) Give It Up To Me,22.0
71180,The Pick Of DestinyTenacious D,71180.0,Tenacious D,2006-11-04,1.0,0.0,78.0,78.0,The Pick Of Destiny,1.0
71187,Call On MeJanet & Nelly,71187.0,Janet & Nelly,2006-11-04,0.0,74.0,25.0,85.0,Call On Me,18.0
71385,Building BridgesBrooks & Dunn With Sheryl Crow & Vince Gill,71385.0,Brooks & Dunn With Sheryl Crow & Vince Gill,2006-10-21,0.0,70.0,66.0,83.0,Building Bridges,12.0
71400,Chemicals ReactAly & AJ,71400.0,Aly & AJ,2006-10-21,0.0,69.0,50.0,98.0,Chemicals React,4.0
71401,Deja VuBeyonce Featuring Jay Z,71401.0,Beyonce Featuring Jay Z,2006-10-21,0.0,82.0,4.0,99.0,Deja Vu,17.0
71449,Snap Yo FingersLil Jon Featuring E-40 & Sean Paul Of The YoungBloodZ,71449.0,Lil Jon Featuring E-40 & Sean Paul Of The YoungBloodZ,2006-10-14,0.0,44.0,7.0,47.0,Snap Yo Fingers,28.0
71542,Do It To ItCherish Featuring Sean Paul Of The YoungBloodZ,71542.0,Cherish Featuring Sean Paul Of The YoungBloodZ,2006-10-07,0.0,35.0,12.0,40.0,Do It To It,21.0
71601,SupermanBrown Boy,71601.0,Brown Boy,2006-10-07,1.0,0.0,99.0,99.0,Superman,1.0
71855,StrutThe Cheetah Girls,71855.0,The Cheetah Girls,2006-09-16,0.0,60.0,53.0,53.0,Strut,2.0
71888,The WorldBrad Paisley,71888.0,Brad Paisley,2006-09-16,0.0,79.0,45.0,86.0,The World,20.0
72002,Labios CompartidosMana,72002.0,Mana,2006-09-09,0.0,0.0,82.0,100.0,Labios Compartidos,3.0
72063,Gimme ThatChris Brown Featuring Lil Wayne,72063.0,Chris Brown Featuring Lil Wayne,2006-09-02,0.0,56.0,15.0,61.0,Gimme That,20.0
72076,Where'd You GoFort Minor Featuring Holly Brook,72076.0,Fort Minor Featuring Holly Brook,2006-09-02,0.0,51.0,4.0,74.0,Where'd You Go,20.0
72101,Doing Too MuchPaula DeAnda Featuring Baby Bash,72101.0,Paula DeAnda Featuring Baby Bash,2006-09-02,0.0,74.0,41.0,99.0,Doing Too Much,16.0
72174,I Love My B****Busta Rhymes Featuring will.i.am & Kelis,72174.0,Busta Rhymes Featuring will.i.am & Kelis,2006-08-26,0.0,68.0,41.0,72.0,I Love My B****,12.0
72178,InvisibleAshlee Simpson,72178.0,Ashlee Simpson,2006-08-26,0.0,42.0,21.0,76.0,Invisible,4.0
72298,Hanging OnCheyenne Kimball,72298.0,Cheyenne Kimball,2006-08-19,0.0,72.0,53.0,96.0,Hanging On,6.0
72485,Let U GoAshley Parker Angel,72485.0,Ashley Parker Angel,2006-08-05,0.0,74.0,12.0,83.0,Let U Go,15.0
72589,SingleNatasha Bedingfield,72589.0,Natasha Bedingfield,2006-07-29,0.0,66.0,57.0,87.0,Single,6.0
72592,DownRKM & Ken-Y,72592.0,RKM & Ken-Y,2006-07-29,0.0,92.0,90.0,90.0,Down,3.0
72602,WhyJason Aldean,72602.0,Jason Aldean,2006-07-29,0.0,94.0,43.0,100.0,Why,20.0
72802,"Holla At MeDJ Khaled Featuring Lil Wayne, Paul Wall, Fat Joe, Rick Ross & Pitbull",72802.0,"DJ Khaled Featuring Lil Wayne, Paul Wall, Fat Joe, Rick Ross & Pitbull",2006-07-15,0.0,83.0,59.0,100.0,Holla At Me,4.0
72894,Takin' It To The StreetsTaylor Hicks,72894.0,Taylor Hicks,2006-07-08,0.0,94.0,69.0,92.0,Takin' It To The Streets,4.0
72896,Say IChristina Milian Featuring Young Jeezy,72896.0,Christina Milian Featuring Young Jeezy,2006-07-08,0.0,83.0,21.0,94.0,Say I,13.0
72902,The Real ThingBo Bice,72902.0,Bo Bice,2006-07-08,0.0,87.0,56.0,100.0,The Real Thing,16.0
72997,GirlPaul Wall,72997.0,Paul Wall,2006-07-01,0.0,75.0,35.0,95.0,Girl,16.0
73096,I Got YouCraig Morgan,73096.0,Craig Morgan,2006-06-24,0.0,92.0,92.0,94.0,I Got You,4.0
73102,HighJames Blunt,73102.0,James Blunt,2006-06-24,1.0,0.0,100.0,100.0,High,1.0
73188,OneMary J. Blige And U2,73188.0,Mary J. Blige And U2,2006-06-17,1.0,0.0,86.0,86.0,One,1.0
73193,Best Friend50 Cent & Olivia,73193.0,50 Cent & Olivia,2006-06-17,0.0,83.0,35.0,91.0,Best Friend,15.0
73202,Wherever You AreJack Ingram,73202.0,Jack Ingram,2006-06-17,0.0,93.0,63.0,100.0,Wherever You Are,13.0
73260,Soundtrack To Your LifeAshley Parker Angel,73260.0,Ashley Parker Angel,2006-06-10,0.0,75.0,58.0,58.0,Soundtrack To Your Life,2.0
73497,Say Somethin'Mariah Carey Featuring Snoop Dogg,73497.0,Mariah Carey Featuring Snoop Dogg,2006-05-27,0.0,79.0,79.0,95.0,Say Somethin',5.0
73649,Run It!Chris Brown,73649.0,Chris Brown,2006-05-13,0.0,44.0,1.0,47.0,Run It!,38.0
73682,BelieveBrooks & Dunn,73682.0,Brooks & Dunn,2006-05-13,0.0,68.0,60.0,80.0,Believe,20.0
73700,SpeakGodsmack,73700.0,Godsmack,2006-05-13,0.0,0.0,85.0,98.0,Speak,3.0
73701,RushAly & AJ,73701.0,Aly & AJ,2006-05-13,0.0,70.0,59.0,99.0,Rush,11.0
73750,Fresh AzimizBow Wow Featuring J-Kwon & Jermaine Dupri,73750.0,Bow Wow Featuring J-Kwon & Jermaine Dupri,2006-05-06,0.0,40.0,23.0,48.0,Fresh Azimiz,20.0
73846,UnpredictableJamie Foxx Featuring Ludacris,73846.0,Jamie Foxx Featuring Ludacris,2006-04-29,0.0,39.0,8.0,44.0,Unpredictable,22.0
73902,Lo Que Son Las CosasAnais,73902.0,Anais,2006-04-29,0.0,97.0,79.0,100.0,Lo Que Son Las Cosas,3.0
74092,"Breaking FreeZac Efron, Andrew Seeley & Vanessa Anne Hudgens",74092.0,"Zac Efron, Andrew Seeley & Vanessa Anne Hudgens",2006-04-15,0.0,88.0,4.0,90.0,Breaking Free,11.0
74093,SorryMadonna,74093.0,Madonna,2006-04-15,0.0,82.0,58.0,91.0,Sorry,6.0
74101,Cheatin'Sara Evans,74101.0,Sara Evans,2006-04-15,0.0,76.0,69.0,99.0,Cheatin',12.0
74188,Oh Yes (aka 'Postman')Juelz Santana,74188.0,Juelz Santana,2006-04-08,0.0,73.0,56.0,86.0,Oh Yes (aka 'Postman'),11.0
74198,TalkColdplay,74198.0,Coldplay,2006-04-08,0.0,99.0,86.0,96.0,Talk,6.0
74297,Kryptonite (I'm On It)Purple Ribbon All-Stars,74297.0,Purple Ribbon All-Stars,2006-04-01,0.0,93.0,35.0,95.0,Kryptonite (I'm On It),19.0
74300,My HoodYoung Jeezy,74300.0,Young Jeezy,2006-04-01,0.0,92.0,77.0,98.0,My Hood,10.0
74302,CrashGwen Stefani,74302.0,Gwen Stefani,2006-04-01,0.0,84.0,49.0,100.0,Crash,8.0
74366,In The DeepBird York,74366.0,Bird York,2006-03-25,1.0,0.0,64.0,64.0,In The Deep,1.0
74392,"Nasty GirlThe Notorious B.I.G. Featuring Diddy, Nelly, Jagged Edge & Avery Storm",74392.0,"The Notorious B.I.G. Featuring Diddy, Nelly, Jagged Edge & Avery Storm",2006-03-25,0.0,78.0,44.0,90.0,Nasty Girl,15.0
74398,DareGorillaz Featuring Shaun Ryder,74398.0,Gorillaz Featuring Shaun Ryder,2006-03-25,0.0,0.0,87.0,96.0,Dare,5.0
74451,"I Think They Like MeDem Franchize Boyz Featuring Jermaine Dupri, Da Brat & Bow Wow",74451.0,"Dem Franchize Boyz Featuring Jermaine Dupri, Da Brat & Bow Wow",2006-03-18,0.0,50.0,15.0,49.0,I Think They Like Me,26.0
74598,FiremanLil Wayne,74598.0,Lil Wayne,2006-03-11,0.0,78.0,32.0,96.0,Fireman,17.0
74654,Cowboys Are Frequently Secretly (Fond Of Each Other)Willie Nelson,74654.0,Willie Nelson,2006-03-04,1.0,0.0,52.0,52.0,Cowboys Are Frequently Secretly (Fond Of Each Other),1.0
74689,Get'cha Head In The GameAndrew Seeley,74689.0,Andrew Seeley,2006-03-04,0.0,71.0,23.0,87.0,Get'cha Head In The Game,5.0
74697,"Start Of Something NewZac Efron, Andrew Seeley & Vanessa Anne Hudgens",74697.0,"Zac Efron, Andrew Seeley & Vanessa Anne Hudgens",2006-03-04,0.0,92.0,28.0,95.0,Start Of Something New,4.0
74699,We're All In This TogetherHigh School Musical Cast,74699.0,High School Musical Cast,2006-03-04,0.0,97.0,34.0,97.0,We're All In This Together,4.0
74771,In The SunMichael Stipe,74771.0,Michael Stipe,2006-02-25,1.0,0.0,69.0,69.0,In The Sun,1.0
74796,What I've Been Looking ForLucas Grabeel & Ashley Tisdale,74796.0,Lucas Grabeel & Ashley Tisdale,2006-02-25,0.0,53.0,35.0,94.0,What I've Been Looking For,3.0
74889,Bop To The TopLucas Grabeel & Ashley Tisdale,74889.0,Lucas Grabeel & Ashley Tisdale,2006-02-18,0.0,62.0,62.0,87.0,Bop To The Top,2.0
74948,Soul SurvivorYoung Jeezy Featuring Akon,74948.0,Young Jeezy Featuring Akon,2006-02-11,0.0,35.0,4.0,46.0,Soul Survivor,24.0
74969,What I've Been Looking For (Reprise)Andrew Seeley & Vanessa Anne Hudgens,74969.0,Andrew Seeley & Vanessa Anne Hudgens,2006-02-11,1.0,0.0,67.0,67.0,What I've Been Looking For (Reprise),1.0
75079,BoyfriendAshlee Simpson,75079.0,Ashlee Simpson,2006-02-04,0.0,81.0,19.0,77.0,Boyfriend,20.0
75086,UnbreakableAlicia Keys,75086.0,Alicia Keys,2006-02-04,0.0,70.0,34.0,84.0,Unbreakable,19.0
75195,Good Ride CowboyGarth Brooks,75195.0,Garth Brooks,2006-01-28,0.0,89.0,59.0,93.0,Good Ride Cowboy,14.0
75286,Seasons Of LoveCast Of Rent,75286.0,Cast Of Rent,2006-01-21,0.0,65.0,33.0,84.0,Seasons Of Love,12.0
75364,Confessions Of A Broken Heart (Daughter To Father)Lindsay Lohan,75364.0,Lindsay Lohan,2006-01-14,0.0,0.0,57.0,62.0,Confessions Of A Broken Heart (Daughter To Father),7.0
75392,More Than WordsFrankie J,75392.0,Frankie J,2006-01-14,0.0,88.0,25.0,90.0,More Than Words,18.0
75393,ShakeYing Yang Twins Featuring Pitbull,75393.0,Ying Yang Twins Featuring Pitbull,2006-01-14,0.0,64.0,41.0,91.0,Shake,20.0
75680,Amor EternoCristian Castro,75680.0,Cristian Castro,2005-12-24,1.0,0.0,78.0,78.0,Amor Eterno,1.0
75689,Belly Dancer (Bananza)Akon,75689.0,Akon,2005-12-24,0.0,69.0,30.0,87.0,Belly Dancer (Bananza),20.0
75693,OnlyNine Inch Nails,75693.0,Nine Inch Nails,2005-12-24,0.0,90.0,90.0,91.0,Only,8.0
75945,PlayDavid Banner,75945.0,David Banner,2005-12-03,0.0,36.0,7.0,43.0,Play,20.0
75951,Listen To Your HeartD.H.T.,75951.0,D.H.T.,2005-12-03,0.0,41.0,8.0,49.0,Listen To Your Heart,27.0
75986,HomeMichael Buble,75986.0,Michael Buble,2005-12-03,0.0,80.0,72.0,84.0,Home,20.0
76066,CoolGwen Stefani,76066.0,Gwen Stefani,2005-11-26,0.0,57.0,13.0,64.0,Cool,20.0
76087,Outta Control (Remix)50 Cent Feat. Mobb Deep,76087.0,50 Cent Feat. Mobb Deep,2005-11-26,0.0,66.0,6.0,85.0,Outta Control (Remix),19.0
76098,Stay With Me (Brass Bed)Josh Gracin,76098.0,Josh Gracin,2005-11-26,0.0,73.0,47.0,96.0,Stay With Me (Brass Bed),16.0
76187,BaddYing Yang Twins Featuring Mike Jones & Mr. ColliPark,76187.0,Ying Yang Twins Featuring Mike Jones & Mr. ColliPark,2005-11-19,0.0,68.0,29.0,85.0,Badd,19.0
76201,StarsSwitchfoot,76201.0,Switchfoot,2005-11-19,0.0,0.0,68.0,99.0,Stars,5.0
76292,If You Were MineMarcos Hernandez,76292.0,Marcos Hernandez,2005-11-12,0.0,96.0,78.0,90.0,If You Were Mine,8.0
76300,Shine OnRyan Cabrera,76300.0,Ryan Cabrera,2005-11-12,0.0,86.0,86.0,98.0,Shine On,5.0
76301,I Don't CareRicky Martin Featuring Fat Joe & Amerie,76301.0,Ricky Martin Featuring Fat Joe & Amerie,2005-11-12,0.0,65.0,65.0,99.0,I Don't Care,5.0
76302,I'm A KingP$C Featuring T.I. & Lil Scrappy,76302.0,P$C Featuring T.I. & Lil Scrappy,2005-11-12,0.0,79.0,67.0,100.0,I'm A King,11.0
76574,Pimpin' All Over The WorldLudacris Featuring Bobby Valentino,76574.0,Ludacris Featuring Bobby Valentino,2005-10-22,0.0,54.0,9.0,72.0,Pimpin' All Over The World,20.0
76589,Helena (So Long & Goodnight)My Chemical Romance,76589.0,My Chemical Romance,2005-10-22,0.0,80.0,33.0,87.0,Helena (So Long & Goodnight),16.0
76676,"Welcome To JamrockDamian ""Jr. Gong"" Marley",76676.0,"Damian ""Jr. Gong"" Marley",2005-10-15,0.0,65.0,55.0,74.0,Welcome To Jamrock,12.0
76689,Tell MeBobby Valentino,76689.0,Bobby Valentino,2005-10-15,0.0,81.0,51.0,87.0,Tell Me,14.0
76702,FootprintsT.O.K.,76702.0,T.O.K.,2005-10-15,0.0,93.0,93.0,100.0,Footprints,6.0
76801,Wake UpHilary Duff,76801.0,Hilary Duff,2005-10-08,0.0,91.0,29.0,99.0,Wake Up,6.0
76894,Who Did You Think I WasJohn Mayer Trio,76894.0,John Mayer Trio,2005-10-01,1.0,0.0,92.0,92.0,Who Did You Think I Was,1.0
76897,Good TimesTommy Lee,76897.0,Tommy Lee,2005-10-01,1.0,0.0,95.0,95.0,Good Times,1.0
76996,Gotta GetchaJermaine Dupri,76996.0,Jermaine Dupri,2005-09-24,0.0,79.0,60.0,94.0,Gotta Getcha,11.0
77146,Free YourselfFantasia,77146.0,Fantasia,2005-09-10,0.0,49.0,41.0,44.0,Free Yourself,20.0
77253,Let Me Go3 Doors Down,77253.0,3 Doors Down,2005-09-03,0.0,45.0,14.0,51.0,Let Me Go,31.0
77282,Untitled (How Can This Happen To Me?)Simple Plan,77282.0,Simple Plan,2005-09-03,0.0,75.0,49.0,80.0,Untitled (How Can This Happen To Me?),16.0
77343,OhCiara Featuring Ludacris,77343.0,Ciara Featuring Ludacris,2005-08-27,0.0,33.0,2.0,41.0,Oh,23.0
77393,DreamsThe Game,77393.0,The Game,2005-08-27,0.0,72.0,32.0,91.0,Dreams,13.0
77502,GirlBeck,77502.0,Beck,2005-08-20,1.0,0.0,100.0,100.0,Girl,1.0
77595,Go!Common,77595.0,Common,2005-08-13,0.0,83.0,79.0,93.0,Go!,6.0
77597,GirlDestiny's Child,77597.0,Destiny's Child,2005-08-13,0.0,0.0,23.0,95.0,Girl,19.0
77688,EnergyNatalie Featuring Baby Bash,77688.0,Natalie Featuring Baby Bash,2005-08-06,0.0,73.0,66.0,86.0,Energy,8.0
77739,Slow DownBobby Valentino,77739.0,Bobby Valentino,2005-07-30,0.0,33.0,8.0,37.0,Slow Down,22.0
77796,TouchOmarion,77796.0,Omarion,2005-07-30,0.0,0.0,94.0,94.0,Touch,3.0
77797,Like YouDaddy Yankee,77797.0,Daddy Yankee,2005-07-30,0.0,93.0,78.0,95.0,Like You,7.0
77850,Sgt. Pepper's Lonely Hearts Club BandPaul McCartney With U2,77850.0,Paul McCartney With U2,2005-07-23,1.0,0.0,48.0,48.0,Sgt. Pepper's Lonely Hearts Club Band,1.0
77852,"1, 2 StepCiara Featuring Missy Elliott",77852.0,Ciara Featuring Missy Elliott,2005-07-23,0.0,44.0,2.0,50.0,"1, 2 Step",39.0
77887,I'm A HustlaCassidy,77887.0,Cassidy,2005-07-23,0.0,74.0,34.0,85.0,I'm A Hustla,19.0
77948,"Sugar (Gimme Some)Trick Daddy Featuring Ludacris, Lil' Kim & Cee-Lo",77948.0,"Trick Daddy Featuring Ludacris, Lil' Kim & Cee-Lo",2005-07-16,0.0,41.0,20.0,46.0,Sugar (Gimme Some),26.0
77972,U Already Know112 Featuring Foxy Brown,77972.0,112 Featuring Foxy Brown,2005-07-16,0.0,57.0,32.0,70.0,U Already Know,20.0
78292,AgainFaith Evans,78292.0,Faith Evans,2005-06-25,0.0,80.0,47.0,90.0,Again,14.0
78342,Obsession (No Es Amor)Frankie J Featuring Baby Bash,78342.0,Frankie J Featuring Baby Bash,2005-06-18,0.0,36.0,3.0,40.0,Obsession (No Es Amor),21.0
78377,MJB Da MVPMary J. Blige Featuring The Game & 50 Cent,78377.0,Mary J. Blige Featuring The Game & 50 Cent,2005-06-18,0.0,78.0,75.0,75.0,MJB Da MVP,8.0
